"ClientAccountID","Symbol","AssetClass","TotalRealizedPnl","UnrealizedProfit","UnrealizedLoss","TotalUnrealizedPnl","TotalFifoPnl"
"U22434973","AMZN","STK","29.423154857","0","0","0","29.423154857"
"U22434973","GOOGL","STK","-3.272711126","32.547884496","0","32.547884496","29.27517337"
"ClientAccountID","Symbol","Quantity","MarkPrice","PositionValue","CostBasisPrice","CostBasisMoney","FifoPnlUnrealized","CurrencyPrimary","AssetClass","PercentOfNAV"
"U22434973","VWCE","6","165.1","990.6","164.218882667","985.313296","5.286704","EUR","STK","40.11"
"U22434973","GOOGL","1","373.51","373.51","333.34726","333.34726","40.16274","USD","STK","13.14"
"ClientAccountID","Symbol","TradeDate","DateTime","Buy/Sell","Quantity","TradePrice","IBCommission","Proceeds","CostBasis","NetCash","FifoPnlRealized","CurrencyPrimary","AssetClass"
"U22434973","VWCE","20260625","20260625;094736","BUY","6","164","-1.313296","-984","985.313296","-985.313296","0","EUR","STK"
"U22434973","AMZN","20260421","20260421;093105","BUY","1","253","-1","-253","254","-254","0","USD","STK"
"U22434973","AMZN","20260430","20260430;083130","SELL","-1","272.94","-1.005817564","272.94","-254","271.934182436","17.934182","USD","STK"
"U22434973","USD.CHF","20260421","20260421;093105","BUY","419.53","0.78081","0","-327.57","0","0","0","CHF","CASH"
"ClientAccountID","FXCurrency","Quantity","CostPrice","CostBasis","ClosePrice","Value","UnrealizedP/L","FunctionalCurrency"
"U22434973","CHF","203.611889858","0","-203.611889858","1","203.611889858","0","CHF"
"U22434973","USD","1389.587462","0.809905116","-1125.433995","0.8104","1126.121679","0.687684","CHF"
"ClientAccountID","Date/Time","Amount","CurrencyPrimary","Type","Symbol","Description","SettleDate"
"U22434973","20260611;202000","-0.14","USD","Withholding Tax","MSFT","MSFT(US5949181045) CASH DIVIDEND USD 0.91 PER SHARE - US TAX","20260611"
"U22434973","20260615;202000","-0.03","USD","Withholding Tax","GOOGL","GOOGL(US02079K3059) CASH DIVIDEND USD 0.22 PER SHARE - US TAX","20260615"
"U22434973","20260611;202000","0.91","USD","Dividends","MSFT","MSFT(US5949181045) CASH DIVIDEND USD 0.91 PER SHARE (Ordinary Dividend)","20260611"
"U22434973","20260615;202000","0.22","USD","Dividends","GOOGL","GOOGL(US02079K3059) CASH DIVIDEND USD 0.22 PER SHARE (Ordinary Dividend)","20260615"
"U22434973","20260612;202000","0.01","USD","Payment In Lieu Of Dividends","IBKR","IBKR(US45841N1072) PAYMENT IN LIEU OF DIVIDEND (Ordinary Dividend)","20260612"
"U22434973","20260420","750","CHF","Deposits/Withdrawals","","CASH RECEIPTS / ELECTRONIC FUND TRANSFERS","20260420"
"U22434973","20260420","-41","CHF","Deposits/Withdrawals","","DISBURSEMENT INITIATED BY Dyar Omar","20260420"
"Symbol","AssetClass","Description","ISIN","CUSIP","CurrencyPrimary","Expiry","Strike","Put/Call","Multiplier"
"AMZN","STK","AMAZON.COM INC","US0231351067","023135106","USD","","","","1"
"GOOGL","STK","ALPHABET INC-CL A","US02079K3059","02079K305","USD","","","","1"
"MSFT","STK","MICROSOFT CORP","US5949181045","594918104","USD","","","","1"
"VWCE","STK","VANG FTSE AW USDA","IE00BK5BQT80","","EUR","","","","1"
"Date/Time","FromCurrency","ToCurrency","Rate"
"20260625","EUR","CHF","0.92119"
"20260421","USD","CHF","0.78081"
"20260430","USD","CHF","0.78139"
"20260611","USD","CHF","0.79481"
"20260612","USD","CHF","0.79475"
"20260615","USD","CHF","0.79468"
